intents,text
feedback,could you acknowledge the precision and helpfulness in the feedback's contextual relevance?
exit,"let's quit chat, now."
reset,erase memory prompt.
out_of_scope,can you basically walk me through the process of booking a cab through this app?
content_generation,"construct an email to students, announcing the launch of a new online course."
reset,"reset mindset, approach subject with new perspective."
out_of_scope,how do i report a technical issue from the app when booking a ride to facilitate quick customer support?
feedback,please provide detailed feedback on why the flow of my presentation was misleading.
out_of_scope,can you tell me about the history of a country
exit,"exclude chatter, professor."
doubt,where is the administrative guideline for course enrollment deadlines?
exit,i am ready to wrap up this interaction since the task is complete
reset,start new session fresh
feedback,can you provide feedback on the collaborative task instructions i wrote and suggest how i could make it more engaging.
doubt,can you delve into the root cause analysis for a video not functioning on lms?
exit,"please end transmission, professor."
doubt,please clarify why adaptive release in lms is failing frequently.
doubt,what should i do if my enrollment details are not showing?
reset,"restart dialogue, reset learning path."
doubt,why am i experiencing interruptions in video playback on lms?
doubt,how does the concept of stemming relate to understanding linguistic roots in language learning?
reset,"can you clear memory, start new teacher-student interaction?"
content_generation,engineer a c++ project that demands understanding of smart pointers for resource management.
doubt,can you clarify how many times my enrollment status was changed during registration?
feedback,can you take a look at the support worksheet i made for struggling learners and suggest how i could make it more engaging.
feedback,"the effort you've put into explaining this stuff, basically, it's legit genius."
exit,please exit soon
exit,finalize termination
out_of_scope,can a lecturer on human-computer interaction discuss how virtual assistants could provide personal advice on stress management?
